StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,sex,sex_3_TEXT,age,marit_status,children,employ_status,employ_status_6_TEXT,SES,tested_positive,know_tested_positive,no_bots,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self-control__1,trait_self-control__2,trait_self-control__3,trait_self-control__4,Self-esteem_1,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology_1,moral_circle1,health_1,Q108_1,CRT1,CRT2,CRT3
2020-05-09 10:59,2020-05-09 11:31,IP Address,68.147.141.246,100,1944,TRUE,2020-05-09 11:31,R_qL5ids1bmDOYBPz,,,,,50.92660522,-113.9726028,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,56,Married,0,Retired,,7,No,No,213,8,2,8,8,10,7,8,9,9,9,7,7,3,7,7,80,20,0,4,4,4,7,6,10,9,7,4,1,1,6,8,9,8,1,3,7,7,8,8,8,3,2,3,3,7,8,8,8,8,8,2,1,6,1,4,2,7,4,2,8,8,5,1,7,5,1,8,7,8,60,60,5,16,8,0,50,3 minutes,7 hours
2020-05-09 11:10,2020-05-09 11:38,IP Address,216.181.138.143,100,1671,TRUE,2020-05-09 11:38,R_ZwMDAozWF6HKMVz,,,,,43.88389587,-78.87740326,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,22,In a relationship,1,Other,stay at home mom,3,No,No,213,7,6,7,7,7,7,7,7,7,7,9,8,7,6,7,100,0,0,5,6,6,7,7,10,10,8,7,3,8,6,8,8,7,0,0,7,7,8,7,7,7,9,6,7,6,5,5,9,3,4,6,7,1,7,7,6,6,2,5,7,7,4,3,6,3,3,3,6,5,10,20,5,3,7,0,50 cents ,300 minutes ,4 hours
2020-05-09 11:24,2020-05-09 11:51,IP Address,70.70.254.90,100,1629,TRUE,2020-05-09 11:51,R_28Cm9tpNTDyC28g,,,,,49.10490417,-122.8240051,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,48,Single,3,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,4,10,10,0,100,0,7,7,5,7,6,10,10,1,0,0,0,2,10,10,10,0,0,9,9,10,9,6,8,10,10,9,8,6,9,10,9,10,2,0,8,2,6,2,10,2,6,10,10,5,0,8,8,0,7,7,10,50,50,2,16,8,0,25,300 minutes,7 hours
2020-05-09 11:30,2020-05-09 11:51,IP Address,142.117.45.155,100,1269,TRUE,2020-05-09 11:51,R_3iCINOzKJZXu8ih,,,,,43.22529602,-79.94049835,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,47,Married,2,Unemployed looking for work,,8,No,No,213,10,0,8,10,10,9,9,9,1,2,9,9,9,10,9,80,10,10,7,8,2,9,1,8,8,2,1,1,0,1,9,9,9,0,1,8,8,9,9,8,4,9,9,9,6,7,7,7,7,9,7,7,8,1,1,2,7,1,0,9,9,2,1,2,2,2,5,2,9,50,50,8,16,8,0,2.5,300 minutes,4 hours
2020-05-09 11:34,2020-05-09 11:52,IP Address,108.63.121.136,100,1078,TRUE,2020-05-09 11:52,R_2zx9oqMUGkn98ra,,,,,53.28019714,-109.9960022,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,36,In a relationship,3,Other,Stay-at-home mom,3,No,No,213,10,0,10,10,10,3,5,10,0,10,10,10,10,10,10,80,10,10,5,4,0,10,5,10,7,8,10,9,9,5,10,10,10,0,1,0,0,0,0,0,0,0,1,5,8,9,9,10,4,5,10,10,3,2,4,1,5,1,0,10,10,4,0,5,5,0,0,6,10,50,50,5,16,7,0,50,3 minutes ,2
2020-05-09 11:52,2020-05-09 12:06,IP Address,50.72.17.18,100,827,TRUE,2020-05-09 12:06,R_3CNP5PG9RGUukRX,,,,,49.92349243,-97.08110046,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,45,Married,3,Employed full time,,6,No,No,213,9,1,8,9,9,9,9,9,9,9,10,10,10,10,10,50,100,50,7,6,9,9,8,10,10,0,0,0,0,5,9,9,8,2,2,8,9,8,8,8,5,4,8,8,9,9,9,9,8,8,5,1,8,3,2,2,5,3,0,9,9,5,1,6,6,1,2,6,9,30,20,5,10,10,0,50,3000,4
2020-05-09 11:49,2020-05-09 12:12,IP Address,69.168.161.92,100,1411,TRUE,2020-05-09 12:12,R_2AG2tG363FDTDls,,,,,50.73579407,-113.9658966,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,59,Single,3,Employed full time,,3,No,No,213,5,5,5,5,10,5,5,7,5,5,7,6,3,7,10,0,100,0,7,6,5,8,7,10,10,9,7,8,7,3,10,10,10,0,1,10,5,10,9,7,5,10,8,5,5,5,5,9,10,10,5,0,7,1,2,2,6,2,0,10,10,5,0,5,5,1,5,4,5,10,20,10,7,8,0,50 cents,300 minutes,7 hrs
2020-05-09 10:58,2020-05-09 12:16,IP Address,72.140.32.154,100,4664,TRUE,2020-05-09 12:16,R_3eadFcRurvz7dTI,,,,,45.36630249,-75.79550171,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,34,Single,0,Employed full time,,7,No,No,213,10,0,9,10,10,9,9,10,9,9,10,10,6,10,9,25,75,0,5,7,2,7,2,9,9,0,0,0,0,2,8,9,9,1,1,2,2,2,2,2,1,1,8,8,6,6,6,8,6,9,7,1,10,2,7,2,4,2,0,8,8,7,1,5,6,4,7,6,4,40,60,5,5,7,0,50,300,4
2020-05-09 12:01,2020-05-09 12:33,IP Address,174.116.88.168,100,1931,TRUE,2020-05-09 12:33,R_6QdRZtVadBexBGV,,,,,45.40150452,-75.73040009,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,32,Married,2,Employed full time,,8,No,Yes,213,9,1,1,9,10,8,8,10,8,7,9,10,10,10,9,190,7,3,8,8,9,3,5,9,8,1,1,1,1,2,8,8,9,2,3,8,8,9,9,9,9,1,9,9,8,8,8,9,7,8,8,3,8,4,7,5,8,7,3,8,7,8,2,8,8,9,6,7,8,10,0,5,14,7,0,50,300,4
2020-05-09 12:23,2020-05-09 12:46,IP Address,192.249.143.98,100,1395,TRUE,2020-05-09 12:46,R_2qsWlXDf3h4bVsf,,,,,43.959198,-78.16210175,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,45,In a relationship,2,Employed full time,,4,No,No,213,10,2,10,10,10,10,10,10,5,10,10,10,10,10,10,80,10,10,5,6,5,5,5,10,10,0,0,0,0,3,7,9,7,1,0,5,5,5,6,4,4,5,5,5,5,5,4,4,5,3,8,2,3,5,5,5,5,0,0,5,5,6,3,5,5,5,6,5,4,50,50,3,16,7,0,50,3004,4
2020-05-09 12:30,2020-05-09 12:48,IP Address,24.212.180.125,100,1097,TRUE,2020-05-09 12:48,R_d6lTW9S0TPRpzsR,,,,,43.5697937,-80.24210358,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,26,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,90,0,10,7,5,0,0,0,10,5,0,0,0,0,0,10,10,10,0,0,5,5,7,3,3,5,7,7,7,10,10,10,10,10,10,0,0,5,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,10,50,50,3,10,7,0,25 cents,3 minutes,7 hrs
2020-05-09 12:27,2020-05-09 12:49,IP Address,72.141.146.15,100,1294,TRUE,2020-05-09 12:49,R_2Ww2eGapKOUGiVo,,,,,43.64259338,-79.40019989,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,29,Single,0,Employed full time,,7,No,Yes,213,0,10,2,10,10,10,10,10,2,10,10,8,4,6,9,100,0,0,8,7,5,5,5,2,4,6,1,0,1,0,10,10,10,0,0,8,2,10,10,7,10,0,8,10,6,3,8,4,7,10,3,1,10,1,8,6,9,2,3,9,3,2,0,0,0,0,0,0,6,20,20,10,3,8,0,25,300,4
2020-05-09 12:34,2020-05-09 13:11,IP Address,108.63.134.240,100,2209,TRUE,2020-05-09 13:11,R_1KqgbJMw05z0XtF,,,,,49.31629944,-124.319397,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,45,In a relationship,1,Employed full time,,6,No,Yes,213,9,0,2,9,9,10,10,10,10,10,10,10,10,10,10,0,60,40,6,6,4,5,3,7,9,7,1,6,4,2,10,10,10,0,0,7,7,7,7,8,0,0,8,9,6,4,7,8,8,8,2,0,7,2,3,0,7,3,0,10,10,8,0,10,9,0,10,10,10,20,20,8,16,9,0,25 cents,300 minutes,4 hours
2020-05-09 13:04,2020-05-09 13:24,IP Address,207.47.224.216,100,1165,TRUE,2020-05-09 13:24,R_2B8pZt2LTcLagJB,,,,,52.14129639,-106.6075974,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,31,Single,0,Employed full time,,7,No,No,213,8,2,9,8,10,6,6,5,2,9,8,2,7,3,6,80,10,10,7,6,8,5,5,10,10,6,0,0,2,2,8,7,7,6,3,7,5,6,6,7,8,7,6,9,9,9,10,10,3,2,9,8,6,6,9,7,9,8,3,9,8,5,0,4,4,2,6,2,7,20,60,6,5,5,0,25,3,7
2020-05-09 12:57,2020-05-09 13:32,IP Address,216.36.140.72,100,2062,TRUE,2020-05-09 13:32,R_10o0XQ0WtyCqnS5,,,,,49.82209778,-99.95359802,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,61,Married,2,Retired,,5- In the middle in Canada,No,No,213,8,8,8,10,10,5,5,5,1,5,5,3,0,5,5,100,0,0,4,6,4,6,2,10,10,0,6,6,6,5,8,10,10,0,8,3,3,10,10,7,5,10,8,8,10,10,10,10,5,8,4,10,5,5,5,5,4,2,5,10,10,0,0,5,5,0,0,5,10,0,0,5,16,5,0,50,300,4
2020-05-09 13:05,2020-05-09 13:35,IP Address,96.44.123.173,100,1803,TRUE,2020-05-09 13:35,R_AMQ7MJn7w0v1fEt,,,,,45.13340759,-76.1493988,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,59,Married,0,Other,Disabled due to cancer,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,5,7,5,7,5,10,10,0,0,0,5,3,8,8,7,2,5,8,5,9,8,5,5,9,7,5,5,7,7,6,8,5,1,0,7,1,3,5,5,1,3,9,7,2,1,8,8,1,0,0,5,30,50,5,6,5,0,50,3 minutes,4 hours
2020-05-09 12:55,2020-05-09 13:37,IP Address,172.83.208.233,100,2519,TRUE,2020-05-09 13:37,R_269HZj8lKHEApqs,,,,,43.73339844,-80.9496994,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,66,Married,0,Employed full time,,4,No,No,213,5,2,5,8,10,10,10,5,1,9,5,5,5,5,5,50,35,15,4,4,5,5,5,10,10,1,2,0,5,2,9,10,9,0,0,5,5,7,7,5,5,2,9,5,3,3,5,5,5,8,5,5,0,3,3,7,5,0,0,10,10,5,0,5,5,0,5,0,1,60,50,5,9,3,0,50,3,4
2020-05-09 13:09,2020-05-09 13:39,IP Address,75.157.203.38,100,1758,TRUE,2020-05-09 13:39,R_2dzi9mLRDgDCsat,,,,,49.24389648,-124.0169983,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,66,Single,0,Retired,,6,No,No,213,8,6,8,8,9,8,8,8,4,6,8,8,7,8,8,100,0,0,7,8,7,6,4,9,9,2,2,2,2,6,8,8,7,3,6,4,6,6,7,7,5,6,8,8,7,7,7,8,6,8,4,3,7,4,5,4,6,5,4,6,6,4,4,5,4,6,4,4,5,30,40,7,16,8,0,50 cents,900 minutes,4 hours
2020-05-09 13:42,2020-05-09 14:08,IP Address,199.126.173.171,100,1554,TRUE,2020-05-09 14:08,R_2ri0gxcTCi6rOjG,,,,,49.65060425,-112.8371964,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,53,Married,0,Other,Self-employed,5- In the middle in Canada,No,No,213,7,0,5,8,10,9,9,9,7,9,8,8,3,8,8,0,100,0,2,7,1,6,2,5,5,0,0,0,0,1,9,9,9,0,2,0,2,6,6,1,9,9,7,7,7,7,7,5,7,8,7,3,7,1,1,1,8,1,1,9,9,1,0,4,2,1,1,8,8,50,80,4,16,8,0,25,3 minutes,7 hours
2020-05-09 15:18,2020-05-09 15:45,IP Address,24.70.88.78,100,1585,TRUE,2020-05-09 15:45,R_31sL7LX3hS2VoFC,,,,,53.91270447,-122.8708038,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,26,Married,0,Employed full time,,6,No,No,213,10,2,10,10,10,7,7,8,8,10,10,10,8,10,10,0,50,50,5,6,5,5,2,10,7,0,0,0,0,0,10,10,10,0,0,6,5,7,8,5,6,8,7,5,9,9,9,9,6,8,8,1,4,2,2,3,2,0,0,10,7,3,0,6,5,0,5,6,10,20,50,3,10,7,0,25,300 minutes, 6 hours
2020-05-09 15:31,2020-05-09 15:45,IP Address,173.181.100.39,100,837,TRUE,2020-05-09 15:45,R_1HhRgdCG9S42qut,,,,,48.41520691,-123.3655014,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,25,Single,0,Employed full time,,4,No,No,213,6,5,7,7,10,9,10,9,5,9,5,1,3,4,1,100,0,0,3,3,5,5,5,8,3,0,0,0,0,5,10,10,10,0,0,5,5,6,5,5,5,5,6,5,5,8,3,4,3,7,2,6,0,7,5,10,5,5,3,8,8,0,0,5,5,3,5,5,7,40,50,2,12,7,0,50,3 minutes,4 hours
2020-05-09 15:52,2020-05-09 16:09,IP Address,99.253.66.32,100,1002,TRUE,2020-05-09 16:09,R_2OIm2uMyAAlOTE0,,,,,43.168396,-80.26799774,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,31,Single,0,Employed full time,,7,Yes,Yes,213,10,1,5,7,10,9,9,10,8,7,10,10,10,10,10,100,0,0,6,7,5,7,6,10,10,1,1,1,1,4,10,8,7,5,2,8,8,8,8,5,5,5,6,6,6,5,6,9,5,6,5,2,5,0,0,0,0,0,0,10,6,5,0,5,5,0,0,0,6,10,20,3,16,7,0,50,300,4
2020-05-09 15:35,2020-05-09 16:13,IP Address,205.250.208.197,100,2261,TRUE,2020-05-09 16:13,R_3oI2cvYFs0evfs5,,,,,49.08230591,-122.7709961,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,20,Single,0,Student,,7,No,No,213,9,2,9,8,10,7,9,10,0,9,10,8,8,7,4,50,25,25,4,6,0,8,3,10,8,1,1,0,2,0,10,10,10,0,0,5,8,8,9,5,5,5,8,8,7,8,8,9,10,8,9,10,2,6,6,1,0,0,0,10,8,3,0,5,5,7,5,7,10,100,100,5,12,6,0,50 cents ,3 minutes ,4 hours 
2020-05-09 15:59,2020-05-09 16:23,IP Address,174.3.239.42,100,1456,TRUE,2020-05-09 16:23,R_3I3Qnz8uXIYHEfr,,,,,53.45899963,-113.5226974,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,24,In a relationship,0,Employed full time,,4,No,No,213,8,5,3,6,8,5,6,6,1,3,8,8,3,8,7,100,0,0,7,7,6,7,3,8,7,2,3,1,2,2,10,9,8,1,5,8,6,7,8,9,8,6,8,8,6,8,8,8,6,8,6,5,9,3,2,2,6,5,2,9,9,2,0,2,2,1,1,2,8,10,20,9,4,8,0,25,3,7
2020-05-09 15:20,2020-05-09 16:33,IP Address,64.231.16.8,100,4355,TRUE,2020-05-09 16:33,R_3CuRqwZyaDq0jRf,,,,,43.12910461,-80.32949829,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,54,Married,3,Employed part-time,,2,No,No,213,7,2,5,10,10,8,8,8,8,8,10,10,8,10,8,50,30,20,8,5,5,5,5,10,10,3,0,0,0,9,8,8,8,9,2,9,7,9,8,7,7,5,8,7,9,8,8,10,8,8,3,4,7,3,7,1,5,3,0,8,8,7,0,7,6,0,3,6,8,0,10,5,16,7,0,50,300,4
2020-05-09 16:02,2020-05-09 16:35,IP Address,99.240.206.245,100,1966,TRUE,2020-05-09 16:35,R_2yfwpaLllL6eLAB,,,,,43.790802,-79.40679932,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,70,Married,0,Retired,,4,No,No,213,7,0,10,10,10,10,10,10,5,10,10,10,7,10,10,70,30,0,9,8,5,10,5,10,10,10,0,0,5,3,7,10,10,0,0,0,10,10,10,3,10,10,8,5,5,5,8,9,10,8,10,5,10,4,7,10,10,1,0,10,10,0,0,7,5,1,10,10,10,80,70,10,1,3,0,50,100,2
2020-05-09 16:26,2020-05-09 16:45,IP Address,75.155.52.131,100,1177,TRUE,2020-05-09 16:45,R_2Wulna5PznFm0qT,,,,,53.56300354,-113.5655975,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,26,Single,0,Employed full time,,7,No,No,213,8,3,3,7,10,5,7,5,5,8,7,7,3,9,9,100,0,0,4,6,3,7,5,10,8,3,3,2,5,4,10,9,10,0,0,3,2,8,8,1,9,8,6,7,6,9,6,8,3,4,10,7,1,1,3,5,6,1,1,10,9,5,0,7,3,0,3,3,10,30,40,7,16,6,0,25,3,7
2020-05-09 17:12,2020-05-09 17:23,IP Address,99.225.72.124,100,689,TRUE,2020-05-09 17:23,R_2CfjGAL2a29EEr1,,,,,43.65080261,-79.4803009,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,20,In a relationship,0,Employed part-time,,6,No,No,213,10,7,10,10,10,4,7,7,3,7,7,3,3,7,7,100,0,0,6,6,4,6,6,10,10,3,4,4,4,3,7,7,7,0,0,6,7,8,6,6,6,6,7,4,7,7,7,7,8,7,6,6,6,6,7,4,6,6,5,7,7,3,3,6,4,2,6,4,6,10,70,7,3,7,0,50,300,4
2020-05-09 17:03,2020-05-09 17:29,IP Address,50.72.26.70,100,1599,TRUE,2020-05-09 17:29,R_25QS3LD03DkkDO7,,,,,49.92349243,-97.08110046,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,62,Married,2,Employed full time,,3,No,No,213,8,1,6,10,10,10,10,10,10,10,10,10,8,10,10,50,25,25,2,3,5,5,5,10,10,0,0,0,0,5,10,10,10,0,0,6,6,8,8,6,9,10,3,3,7,6,7,10,7,7,6,2,6,4,5,1,2,2,0,10,10,7,0,8,5,2,9,5,10,50,50,5,9,6,0,Fifty cents,Three minutes,7 hours
2020-05-09 15:21,2020-05-09 17:30,IP Address,50.101.46.48,100,7727,TRUE,2020-05-09 17:30,R_1pEwSv3dmgRuwG2,,,,,44.11680603,-79.56629944,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,18,In a relationship,1,Student,,2,No,No,213,10,4,10,10,10,10,9,10,10,10,5,5,5,5,5,50,25,25,2,2,10,7,9,10,10,6,5,0,5,9,10,10,10,0,0,7,10,10,10,9,10,10,10,7,3,1,0,9,8,9,0,2,1,6,5,0,1,0,0,10,10,10,0,10,10,0,10,10,10,10,30,5,16,4,0,50,5 hours,4 hours
2020-05-09 18:05,2020-05-09 18:25,IP Address,71.17.13.138,100,1242,TRUE,2020-05-09 18:25,R_2qyFDXhR1pofT79,,,,,50.44810486,-104.6126022,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,22,In a relationship,0,Unemployed looking for work,,7,No,No,213,9,1,2,9,10,7,7,10,6,10,10,10,7,10,7,0,50,50,8,7,4,5,5,8,6,0,0,0,0,5,9,8,8,0,0,7,7,7,9,7,8,9,8,8,7,6,7,8,7,8,5,4,7,4,5,1,6,3,1,10,9,9,0,8,8,0,6,6,8,80,70,2,14,7,0,50 cents,100 minutes,4 hours
2020-05-09 18:12,2020-05-09 18:44,IP Address,65.93.32.224,100,1949,TRUE,2020-05-09 18:44,R_3jfgI1kcBqnQrF5,,,,,43.12910461,-80.32949829,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,70,Married,0,Retired,,4,No,No,213,9,0,9,9,9,10,10,10,7,10,10,10,2,10,10,100,0,0,3,5,2,8,5,10,10,1,1,0,0,2,8,8,8,0,0,7,7,9,9,7,5,0,3,3,1,3,5,3,5,6,6,7,2,1,0,2,0,0,0,6,6,4,0,7,5,6,0,0,6,10,10,7,6,6,0,50,10,18
2020-05-09 18:23,2020-05-09 18:45,IP Address,104.129.105.19,100,1266,TRUE,2020-05-09 18:45,R_28SRq3NIL9vDTrm,,,,,44.62800598,-75.94889832,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,21,In a relationship,0,Student,,6,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,75,18,7,9,8,7,6,4,10,10,10,6,0,0,5,10,10,10,0,0,5,,8,5,6,8,,10,10,4,6,6,7,10,10,6,6,7,0,8,0,8,0,0,10,10,10,0,10,10,0,5,6,10,20,20,,16,8,0,50,3,4
2020-05-09 18:53,2020-05-09 19:05,IP Address,174.115.176.193,100,755,TRUE,2020-05-09 19:05,R_1FPyKoSWfumMNeu,,,,,45.331604,-75.67179871,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,25,Single,0,Employed part-time,,7,No,No,213,10,0,0,0,0,10,7,7,10,8,10,10,10,10,10,100,0,0,8,7,3,6,5,10,10,9,7,7,4,6,10,8,10,0,0,10,10,9,8,10,10,10,4,5,9,10,10,10,7,2,7,6,8,3,10,0,10,5,0,10,10,6,4,6,3,3,7,7,7,0,0,5,16,6,0,50 cents,300 minutes,4 hours
2020-05-09 17:50,2020-05-09 19:08,IP Address,74.127.203.4,100,4699,TRUE,2020-05-09 19:08,R_2vdX6ZVhgyekZqJ,,,,,43.66549683,-79.42040253,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,40,In a relationship,3,Other,disabled,3,No,No,213,9,1,9,9,10,2,5,7,7,4,10,10,10,10,10,100,0,0,5,2,10,10,10,10,10,9,9,9,10,0,10,10,10,0,0,8,5,10,10,10,9,8,5,4,0,4,4,9,7,2,8,6,4,1,7,5,10,10,6,9,10,0,8,2,0,1,0,0,7,50,50,5,16,4,0,50 cents,300 minutes,4 hrs
2020-05-09 19:01,2020-05-09 19:30,IP Address,142.176.32.149,100,1746,TRUE,2020-05-09 19:30,R_2az37hx5EuYgd5f,,,,,47.58999634,-53.29679871,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,23,In a relationship,0,Employed full time,,5- In the middle in Canada,No,No,213,10,1,10,10,10,10,10,9,6,8,10,10,10,10,10,25,35,40,4,6,3,9,10,10,10,0,0,0,0,5,10,10,10,0,0,6,7,6,5,5,4,1,8,3,1,6,6,5,7,9,7,9,6,3,7,5,8,7,0,10,10,7,0,9,9,0,8,9,10,100,100,5,16,7,0,50,300,4
2020-05-09 19:36,2020-05-09 19:58,IP Address,156.57.229.96,100,1354,TRUE,2020-05-09 19:58,R_2aVkWpAdAi15ryJ,,,,,47.80670166,-58.38990021,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,43,Single,2,Employed full time,,3,No,No,213,8,8,8,7,10,6,6,7,2,4,2,0,0,1,1,100,0,0,6,4,0,0,0,10,7,9,9,4,4,2,8,9,9,0,1,7,8,9,10,9,7,10,2,8,8,10,10,10,8,6,6,2,9,0,2,1,3,2,0,10,10,4,0,8,10,0,9,10,10,20,20,8,13,7,0,50,300,4
2020-05-09 20:17,2020-05-09 20:36,IP Address,72.39.50.86,100,1085,TRUE,2020-05-09 20:36,R_2zCsOF4K0X7vwGV,,,,,43.51420593,-79.8844986,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,32,Married,2,Employed full time,,7,No,No,213,10,3,8,10,10,6,8,10,6,9,10,10,10,10,8,90,5,5,7,7,6,6,6,10,10,0,1,1,1,1,9,8,9,0,2,9,8,9,8,8,8,6,8,8,7,9,8,9,2,6,10,1,6,2,8,7,8,1,3,9,9,8,1,8,8,0,7,8,9,70,70,4,3,9,0,50,300,16
2020-05-09 20:49,2020-05-09 21:07,IP Address,50.101.45.20,100,1111,TRUE,2020-05-09 21:07,R_1mr79DuhofFLqut,,,,,44.11680603,-79.56629944,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,33,Married,2,Other,Currently on maternity leave from my full time employment,8,No,Yes,213,9,0,7,10,10,10,10,10,10,10,8,8,8,9,10,100,0,0,3,3,5,5,5,10,10,5,1,1,1,2,9,9,10,0,0,3,3,5,8,4,8,1,8,9,6,9,9,10,4,8,4,4,7,3,7,2,8,7,0,9,9,5,0,6,6,0,0,5,9,70,80,5,9,5,0,50 cents,3 minutes,7 hours
